load_s,train_s,mean_epoch_s,mean_pairs_per_s,amp,amp_dtype,num_workers,pin_memory,compile_model,val_embed_s,val_similarity_s,val_tune_s,val_candidate_s,test_embed_s,test_similarity_s,test_match_s,test_candidate_s,total_s,save_s
0.0010552424937486649,80.47411361150444,1.6092479145154357,2159.4112264015002,True,bf16,4,True,False,0.5573780313134193,0.01469704695045948,0.4217350874096155,5.368577212095261,0.29078733175992966,0.010014582425355911,0.682222181931138,5.246429344639182,100.22971046157181,0.018170256167650223
