epoch,loss,epoch_s,batches,batch_pairs,pairs_per_s
1,3.094104625560619,2.6717268992215395,27,3456,1293.5453848246893
2,1.8639183618404247,1.598048072308302,27,3456,2162.6383210161994
3,1.3619474018061604,1.5911674872040749,27,3456,2171.990081366432
4,0.9196648487338314,1.6155504304915667,27,3456,2139.2089870871046
5,0.6912120911810133,1.5925301238894463,27,3456,2170.1316340311287
6,0.5170439029181445,1.5661867503076792,27,3456,2206.633403916273
7,0.4382960365878211,1.5969093888998032,27,3456,2164.180399979378
8,0.3474351973445327,1.587043784558773,27,3456,2177.633681959714
9,0.3083217563452544,1.5695011038333178,27,3456,2201.9736026684755
10,0.24425530268086326,1.598384903743863,27,3456,2162.182583121928
11,0.2394323652541196,1.6015567015856504,27,3456,2157.9004955480655
12,0.22027487280192198,1.5818361677229404,27,3456,2184.802744126736
13,0.18290438696190162,1.5924453493207693,27,3456,2170.2471619978032
14,0.17583795609297576,1.6027291435748339,27,3456,2156.3219299123166
15,0.16458842268696539,1.5820623002946377,27,3456,2184.490458660425
16,0.15590729592023073,1.5720508005470037,27,3456,2198.4022391626695
17,0.13887109248726456,1.576501276344061,27,3456,2192.1961319400484
18,0.12682581748123523,1.5867292117327452,27,3456,2178.06540299713
19,0.11416393711611077,1.5772553365677595,27,3456,2191.1480784845826
20,0.10619781055936107,1.5700970776379108,27,3456,2201.1377826390735
21,0.10814335693915685,1.5875969398766756,27,3456,2176.874944259128
22,0.10272122974748965,1.6053338274359703,27,3456,2152.8232576522123
23,0.09518476768776223,1.602801788598299,27,3456,2156.224197267949
24,0.09312340810343071,1.6079758517444134,27,3456,2149.28600840041
25,0.0907218572166231,1.5789508521556854,27,3456,2188.795170718358
26,0.088678655800996,1.5858508348464966,27,3456,2179.2717978639685
27,0.08307152020710486,1.587879654020071,27,3456,2176.4873624083325
28,0.08591637098126942,1.57918781042099,27,3456,2188.466740430752
29,0.07805450274436562,1.5589693449437618,27,3456,2216.849235175097
30,0.06978184964369845,1.5624429881572723,27,3456,2211.920707632326
31,0.0709305075859582,1.5598063357174397,27,3456,2215.6596757317297
32,0.07296640895031116,1.5840952806174755,27,3456,2181.6869491921357
33,0.06587722897529602,1.6089446116238832,27,3456,2147.991904153812
34,0.06741234122051133,1.6008733790367842,27,3456,2158.8215815540707
35,0.06546695654590924,1.5868641678243876,27,3456,2177.880167738757
36,0.06346661059392823,1.5883994828909636,27,3456,2175.7750724710095
37,0.060990349424106104,1.5753469187766314,27,3456,2193.8024944269605
38,0.05880646683551647,1.5931455232203007,27,3456,2169.293356839257
39,0.05642969382029993,1.575221300125122,27,3456,2193.9774428681767
40,0.05972812145396515,1.594761261716485,27,3456,2167.095528944698
41,0.06224695358563353,1.584813080728054,27,3456,2180.6988104946317
42,0.057656823209038484,1.5685401540249586,27,3456,2203.322618889748
43,0.0552657296260198,1.597120014950633,27,3456,2163.8949907636247
44,0.05580725838188772,1.6183545477688313,27,3456,2135.5023871404856
45,0.056901092606562155,1.586553929373622,27,3456,2178.306035499495
46,0.04749845823755971,1.5927305836230516,27,3456,2169.8585030862473
47,0.04378466087358969,1.5882449056953192,27,3456,2175.9868315063127
48,0.04577784640369592,1.5981389787048101,27,3456,2162.5153043954087
49,0.04360133257729036,1.593880707398057,27,3456,2168.292761157624
50,0.046246013431637374,1.5792583599686623,27,3456,2188.3689759721
