event_id,source_id,kind,geocent_time,ra,dec,sky_area_90_deg2,network_snr,family,tag,pair_id,source_index
4788,1788,PM,1271341447.963608,0.7718157783146129,-1.3569524805739035,231.154867304887,7.892775040820623,PM,L1,1788,259
4789,1789,PM,1294572681.029459,1.4780522791269488,1.2777314143138103,23.084060374277275,24.976129947419214,PM,L1,1789,6512
4790,1790,PM,1378166118.348411,2.9641011216060944,0.0822887227588295,2000.0,2.1013079780832467,PM,L1,1790,3458
4791,1791,PM,1420654780.9208064,1.458853656914231,0.0334238522318258,2000.0,2.346850831949597,PM,L1,1791,7228
4792,1792,PM,1446400597.2822638,3.6640030251980646,-0.3027947544945325,806.6473410272692,4.225123353114323,PM,L1,1792,505
4793,1793,PM,1442495340.0186677,4.037288459057819,-0.7771401199301762,10.0,76.51881389561343,PM,L1,1793,953
4794,1794,PM,1177090069.0341225,2.551514330611808,0.1946326428589887,284.0818744491684,7.119663758067929,PM,L1,1794,4468
4795,1795,PM,1245365626.096265,0.3904970225871241,-1.2913485702436778,40.346283833685945,18.892066965830185,PM,L1,1795,5873
4796,1796,PM,1418110419.8337722,2.6534669261519968,-1.0438774229105774,1008.9552690180591,3.777855040974957,PM,L1,1796,143
4797,1797,PM,1265036836.7566192,4.560788095459388,-0.9575801975673552,2000.0,2.456873056073862,PM,L1,1797,5152
4798,1798,PM,1226626244.1925216,4.996891660418725,0.1711054140405707,711.9018854187067,4.497500025502438,PM,L1,1798,5583
4799,1799,PM,1436298872.3616705,3.3115587938298447,1.2779217841416026,50.44578198506966,16.89541317021116,PM,L1,1799,2966
4800,1800,PM,1360578389.451011,3.3113993812569027,-0.290653801159879,1080.8767102259867,3.650002538275292,PM,L1,1800,1437
4801,1801,PM,1317391066.0278726,3.7708557277990336,0.402628872305102,182.72459016805323,8.877337838049481,PM,L1,1801,5050
4802,1802,PM,1255311906.5750277,5.185403458616712,-0.2591618762495576,522.8223104964547,5.248125235643047,PM,L1,1802,7763
4803,1803,PM,1360886521.1250713,1.6244822308520936,-0.6731784656303014,18.303367704942644,28.048894166225896,PM,L1,1803,3598
4804,1804,PM,1244112635.979944,0.0573747173346753,-0.8637019174669474,1809.9309444715782,2.8206567760137324,PM,L1,1804,453
4805,1805,PM,1134684488.4106245,2.6704591576892174,1.3391921465516938,101.173436916658,11.93020741681857,PM,L1,1805,1397
4806,1806,PM,1176050762.973486,3.475373384078655,0.7089805189178744,80.29807766445597,13.3914829236039,PM,L1,1806,2714
4807,1807,PM,1336138701.0055585,5.8779726064212605,-0.1669094364657054,10.310515979432465,37.37154444602681,PM,L1,1807,7066
4808,1808,PM,1326034206.1992412,5.9917485232647385,-0.133852632052555,81.37062149735314,13.30293378823094,PM,L1,1808,6384
4809,1809,PM,1324206604.558436,1.5349782462512045,-0.6417392841896472,947.2727985418671,3.898914511108512,PM,L1,1809,9412
4810,1810,PM,1201660622.0939188,4.43204658779624,-0.2138516599577881,47.05387797018233,17.4937749465026,PM,L1,1810,9267
4811,1811,PM,1337595246.777598,5.6122552034548985,-0.0175967250262104,101.51176141033899,11.91030996831618,PM,L1,1811,2604
4812,1812,PM,1374052780.1364584,0.2800828798203763,0.1357230723661545,1574.6589032947388,3.024043259326425,PM,L1,1812,6021
