detector,data_mode,family,method,features,sky_model,sky_best_epoch,sky_val_kl,sky_val_mean_error_rad,sky_val_median_error_rad,sky_val_frac_err_lt_1p0,val_auc_sampled,waveform_r@1,waveform_r@5,waveform_r@10,waveform_median_true_rank,r@1,r@5,r@10,r@50,r@100,r@500,median_rank,valid
LIGO,noisy,SIS,ligo_sis_expected_angular_grid18_skymap_rerank,"log1p_delta_time_obs,expected_angular_grid18_skymap_overlap,waveform_score,waveform_reciprocal_rank",SkyMapCNN_expected_angular_grid_18x36,5,2.175673246383667,1.308670163154602,1.2433676719665527,0.36088888888888887,0.9739740323333334,0.010333333333333333,0.024333333333333332,0.04,1180.0,0.087,0.18433333333333332,0.23433333333333334,0.42233333333333334,0.5403333333333333,0.834,81.0,3000
