method,train_rows,train_auc_sample,r@1,r@5,r@10,r@50,r@100,r@500,median_rank,valid
hgb_random_neg_trainval,3757000,0.9906955162506604,0.085,0.16033333333333333,0.21433333333333332,0.41833333333333333,0.5336666666666666,0.8353333333333334,82.0,3000
