detector,data_mode,stage,variant,subset,catalog,candidate_kind,query_total,catalog_total,sis_lensed_images,sis_unlensed,pm_lensed_images,pm_unlensed,total_lensed_images,total_unlensed,epochs,backbone,preprocess,observed_sky_label,a90_ref_deg2,test_a90_median_deg2,test_a90_p90_deg2,valid,r@1,r@5,r@10,r@50,r@100,r@500,median_true_rank,top_1pct_k,top_1pct,top_5pct_k,top_5pct,top_10pct_k,top_10pct,lambda_sky_step,val_selected_r@10,lambda_sky_log_overlap
ET,noisy,stage2_observed_sky,a90_100_gaussian_log_overlap_val_selected,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,A90 sweep 100 deg2,100.0,50.0,118.43501651034003,3000,0.683,0.8006666666666666,0.8363333333333334,0.911,0.938,0.9756666666666667,1.0,90,0.9343333333333333,450,0.9746666666666667,900,0.992,,0.8058333333333333,4.0
ET,noisy,stage2_observed_sky,a90_100_gaussian_log_overlap_val_selected,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,A90 sweep 100 deg2,100.0,50.0,118.43501651034003,3000,0.5793333333333334,0.7163333333333334,0.7646666666666667,0.8486666666666667,0.8763333333333333,0.953,1.0,90,0.8736666666666667,450,0.9473333333333334,900,0.9806666666666667,,0.8058333333333333,4.0
ET,noisy,stage2_observed_sky,a90_100_gaussian_log_overlap_val_selected,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,A90 sweep 100 deg2,100.0,50.0,118.43501651034003,6000,0.6311666666666667,0.7585,0.8005,0.8798333333333334,0.9071666666666667,0.9643333333333333,1.0,90,0.904,450,0.9610000000000001,900,0.9863333333333333,,0.8058333333333333,4.0
ET,noisy,stage2_observed_sky,a90_300_step_val_selected,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,A90 sweep 300 deg2,300.0,50.0,349.0820126815751,6000,0.78,0.8895,0.916,0.9571666666666667,0.9665,0.9823333333333333,1.0,90,0.9646666666666667,450,0.982,900,0.9871666666666666,0.25,0.9173333333333333,
ET,noisy,stage2_observed_sky,a90_300_step_val_selected,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,A90 sweep 300 deg2,300.0,50.0,349.0820126815751,3000,0.8156666666666667,0.92,0.9396666666666667,0.9733333333333334,0.9803333333333333,0.9883333333333333,1.0,90,0.9786666666666667,450,0.9883333333333333,900,0.9903333333333333,0.25,0.9173333333333333,
ET,noisy,stage2_observed_sky,a90_300_step_val_selected,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,A90 sweep 300 deg2,300.0,50.0,349.0820126815751,3000,0.7443333333333333,0.859,0.8923333333333333,0.941,0.9526666666666667,0.9763333333333334,1.0,90,0.9506666666666667,450,0.9756666666666667,900,0.984,0.25,0.9173333333333333,
ET,noisy,stage2_observed_sky,a90_300_step_val_selected,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,A90 sweep 300 deg2,300.0,50.0,349.0820126815751,6000,0.78,0.8895,0.9159999999999999,0.9571666666666667,0.9664999999999999,0.9823333333333333,1.0,90,0.9646666666666667,450,0.982,900,0.9871666666666666,0.25,0.9173333333333333,
ET,noisy,stage2_observed_sky,a90_300_gaussian_log_overlap_val_selected,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,A90 sweep 300 deg2,300.0,50.0,349.0820126815751,6000,0.6253333333333333,0.7535,0.7935,0.8721666666666666,0.9015,0.9598333333333333,1.0,90,0.898,450,0.9563333333333334,900,0.9811666666666666,,0.7971666666666667,4.0
ET,noisy,stage2_observed_sky,a90_300_gaussian_log_overlap_val_selected,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,A90 sweep 300 deg2,300.0,50.0,349.0820126815751,3000,0.679,0.7946666666666666,0.8286666666666667,0.9016666666666666,0.9323333333333333,0.9746666666666667,1.0,90,0.9283333333333333,450,0.9726666666666667,900,0.9866666666666667,,0.7971666666666667,4.0
ET,noisy,stage2_observed_sky,a90_300_gaussian_log_overlap_val_selected,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,A90 sweep 300 deg2,300.0,50.0,349.0820126815751,3000,0.5716666666666667,0.7123333333333334,0.7583333333333333,0.8426666666666667,0.8706666666666667,0.945,1.0,90,0.8676666666666667,450,0.94,900,0.9756666666666667,,0.7971666666666667,4.0
