load_s,train_s,mean_epoch_s,mean_pairs_per_s,amp,amp_dtype,num_workers,pin_memory,compile_model,val_embed_s,val_similarity_s,val_tune_s,val_candidate_s,test_embed_s,test_similarity_s,test_match_s,test_candidate_s,total_s,save_s
0.0010891389101743698,311.9738015010953,6.2391786765307184,2237.428013203337,True,bf16,4,True,False,0.9285574927926064,0.1004589069634676,6.585860876366496,92.98713372834027,0.5509235989302397,0.09748692624270916,13.122615976259112,91.2686723601073,622.5751427244395,0.027981765568256378
