detector,data_mode,family,method,features,sky_model,sky_best_epoch,sky_val_kl,sky_val_mean_error_rad,sky_val_median_error_rad,sky_val_frac_err_lt_1p0,val_auc_sampled,waveform_r@1,waveform_r@5,waveform_r@10,waveform_median_true_rank,r@1,r@5,r@10,r@50,r@100,r@500,median_rank,valid
LIGO,noisy,SIS,ligo_sis_pair_finetune_grid18_skymap_rerank,"log1p_delta_time_obs,pair_finetune_grid18_skymap_overlap,waveform_score,waveform_reciprocal_rank",SkyMapCNN_pair_finetune_grid_18x36,1,2.224294662475586,1.3226432800292969,1.2573837041854858,0.35333333333333333,0.9744200985555554,0.010333333333333333,0.024333333333333332,0.04,1180.0,0.09333333333333334,0.17333333333333334,0.22633333333333333,0.41733333333333333,0.5403333333333333,0.8246666666666667,80.0,3000
