epoch,loss,epoch_s,batches,batch_pairs,pairs_per_s
1,3.0795981834674704,7.401094365864992,145,13920,1880.8029342526995
2,1.3161603693304391,6.813984898850322,145,13920,2042.857477178828
3,1.0979887691037409,6.787293783389032,145,13920,2050.8910390864894
4,1.0193525836385529,6.858126945793629,145,13920,2029.7087105594785
5,0.9705415914798605,6.732316044159234,145,13920,2067.639116864782
6,0.9158029305523839,6.759357940405607,145,13920,2059.367194743456
7,0.8931449927132705,6.50698134303093,145,13920,2139.2408040186747
8,0.8752457898238609,6.21178549900651,145,13920,2240.9015897645395
9,0.8379264757550996,6.817039566114545,145,13920,2041.9420871769819
10,0.8087613825140328,6.749903624877334,145,13920,2062.251666630717
11,0.7944822397725335,7.019247893244028,145,13920,1983.1184496843161
12,0.7745104080644147,6.598142069764435,145,13920,2109.6847950254833
13,0.7489681963262886,6.909848435781896,145,13920,2014.5159665032302
14,0.6942048113921593,6.9477287493646145,145,13920,2003.5324495466257
15,0.6728151746864977,7.013463928364217,145,13920,1984.753916492535
16,0.6790335784698355,6.752571943216026,145,13920,2061.436755810463
17,0.6389655250927497,6.836913792416453,145,13920,2036.0063652462825
18,0.6080192611135286,6.656737526878715,145,13920,2091.1144451457685
19,0.5726722234282,6.811320876702666,145,13920,2043.6564730949244
20,0.5321964067631755,6.775947920046747,145,13920,2054.325116463405
21,0.5008156535954311,6.902063288725913,145,13920,2016.7882295048564
22,0.4988678313021002,6.882510522380471,145,13920,2022.5177941588463
23,0.44375375303728826,7.0251489803195,145,13920,1981.4526409327373
24,0.47625580615010754,6.989504364319146,145,13920,1991.5575231715247
25,0.3576100368438096,6.967321168631315,145,13920,1997.8984265389468
26,0.4041277436089927,6.995581748895347,145,13920,1989.8273652792448
27,0.34828288627081905,6.892266475595534,145,13920,2019.6549348880517
28,0.30970292183859593,6.882951756007969,145,13920,2022.3881400664409
29,0.27497818820692344,6.958121181465685,145,13920,2000.5400361635895
30,0.26299579927119715,6.860388348810375,145,13920,2029.0396537702995
31,0.2094912558986709,6.811667610891163,145,13920,2043.5524448878475
32,0.232967745955905,6.633590214885771,145,13920,2098.4111995286553
33,0.18780320194260827,6.738627909682691,145,13920,2065.7024228921205
34,0.25256603396144406,6.814849607646465,145,13920,2042.598267228281
35,0.16369564657838181,6.629164665006101,145,13920,2099.8120733794126
36,0.20835773780106984,6.847204774618149,145,13920,2032.9463566797274
37,0.13274939010433595,6.77070230524987,145,13920,2055.9167088481654
38,0.16913261976863803,6.737555694766343,145,13920,2066.0311588686236
39,0.0659156229652079,6.661745565012097,145,13920,2089.5424276046665
40,0.12959145168163652,6.8797400537878275,145,13920,2023.3322612728612
41,0.19706716262895999,6.753557178191841,145,13920,2061.1360254636747
42,0.12461155172887034,6.880733633413911,145,13920,2023.040091597547
43,0.0750530885339811,6.760815788991749,145,13920,2058.9231291681017
44,0.07254380894792747,6.801762791350484,145,13920,2046.5282937684153
45,0.15110155606867168,6.698507818393409,145,13920,2078.0747559593974
46,0.05484987534100896,6.65134790353477,145,13920,2092.80888654199
47,0.15840472608868933,6.877692329697311,145,13920,2023.9346764458455
48,0.1457199826049779,6.903765783645213,145,13920,2016.2908818511787
49,0.04065378324995781,6.710708041675389,145,13920,2074.29676772598
50,0.11241070022645952,6.453605120070279,145,13920,2156.9339525763257
