detector,data_mode,family,method,features,run_dir,train_examples,train_positive,val_auc_sampled,waveform_r@1,waveform_r@5,waveform_r@10,waveform_median_true_rank,rerank_r@1,rerank_r@5,rerank_r@10,rerank_r@50,rerank_r@100,rerank_r@500,rerank_median_true_rank,valid
ET,pure,SIS,waveform_model_plus_delta_time_sky_sep_catalog_rerank,"log1p_delta_time,sky_sep,waveform_score,waveform_reciprocal_rank",runs/et10000_full_20260527_111510/SIS_pure_ep20_inceptiontime,1503000,3000,0.9999985084444444,0.9416666666666667,0.9806666666666667,0.9873333333333333,1.0,0.9876666666666667,0.997,0.9983333333333333,0.9993333333333333,0.9993333333333333,0.9993333333333333,1.0,3000
ET,pure,PM,waveform_model_plus_delta_time_sky_sep_catalog_rerank,"log1p_delta_time,sky_sep,waveform_score,waveform_reciprocal_rank",runs/et10000_full_20260527_111510/PM_pure_ep20_inceptiontime,1503000,3000,0.9999999997777779,0.9356666666666666,0.974,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3000
ET,noisy,SIS,waveform_model_plus_delta_time_sky_sep_catalog_rerank,"log1p_delta_time,sky_sep,waveform_score,waveform_reciprocal_rank",runs/et10000_bandpass_full_ep50_20260528_101013/SIS_noisy_bandpass_n10000_ep50,1503000,3000,0.9999484046666667,0.407,0.5913333333333334,0.6576666666666666,3.0,0.85,0.9443333333333334,0.972,0.9973333333333333,0.9973333333333333,1.0,1.0,3000
ET,noisy,PM,waveform_model_plus_delta_time_sky_sep_catalog_rerank,"log1p_delta_time,sky_sep,waveform_score,waveform_reciprocal_rank",runs/et10000_bandpass_full_ep50_20260528_101013/PM_noisy_bandpass_n10000_ep50,1503000,3000,0.9999993557777779,0.304,0.463,0.5406666666666666,7.0,0.99,0.9996666666666667,1.0,1.0,1.0,1.0,1.0,3000
LIGO,pure,SIS,waveform_model_plus_delta_time_sky_sep_catalog_rerank,"log1p_delta_time,sky_sep,waveform_score,waveform_reciprocal_rank",runs/ligo_pure_inceptiontime_bandpass_full_ep50_20260601_103901/SIS_pure_inceptiontime_bandpass_n10000_ep50,1503000,3000,0.999992102,0.9543333333333334,0.9833333333333333,0.9886666666666667,1.0,0.9946666666666667,0.996,0.9963333333333333,0.9976666666666667,0.9976666666666667,0.9976666666666667,1.0,3000
LIGO,pure,PM,waveform_model_plus_delta_time_sky_sep_catalog_rerank,"log1p_delta_time,sky_sep,waveform_score,waveform_reciprocal_rank",runs/ligo_pure_inceptiontime_bandpass_full_ep50_20260601_103901/PM_pure_inceptiontime_bandpass_n10000_ep50,1503000,3000,1.0000000000000002,0.9546666666666667,0.9843333333333333,0.9883333333333333,1.0,0.9996666666666667,1.0,1.0,1.0,1.0,1.0,1.0,3000
LIGO,noisy,SIS,waveform_model_plus_delta_time_sky_sep_catalog_rerank,"log1p_delta_time,sky_sep,waveform_score,waveform_reciprocal_rank",runs/ligo_inceptiontime_bandpass_full_ep50_20260601_095620/SIS_noisy_inceptiontime_bandpass_n10000_ep50,1503000,3000,0.9992835748888889,0.010333333333333333,0.024333333333333332,0.04,1180.0,0.485,0.7413333333333333,0.8616666666666667,0.9946666666666667,0.9986666666666667,1.0,2.0,3000
LIGO,noisy,PM,waveform_model_plus_delta_time_sky_sep_catalog_rerank,"log1p_delta_time,sky_sep,waveform_score,waveform_reciprocal_rank",runs/ligo_inceptiontime_bandpass_full_ep50_20260601_095620/PM_noisy_inceptiontime_bandpass_n10000_ep50,1503000,3000,0.9999924493333333,0.006666666666666667,0.017,0.028333333333333332,1445.0,0.9646666666666667,1.0,1.0,1.0,1.0,1.0,1.0,3000
