load_s,train_s,mean_epoch_s,mean_pairs_per_s,amp,amp_dtype,num_workers,pin_memory,compile_model,val_embed_s,val_similarity_s,val_tune_s,val_candidate_s,test_embed_s,test_similarity_s,test_match_s,test_candidate_s,total_s,save_s
0.0011556241661310196,156.38486764393747,3.127442920617759,2214.0709630982574,True,bf16,4,True,False,0.6762885395437479,0.02858014591038227,1.5770425461232662,21.252229873090982,0.4025254175066948,0.02602587640285492,2.725221436470747,21.258302990347147,229.4450278263539,0.029721232131123543
