detector,data_mode,family,method,r@1,r@5,r@10,r@50,r@100,r@500,median_rank,valid
LIGO,noisy,SIS,hgb_hardneg,0.08766666666666667,0.18333333333333332,0.23866666666666667,0.31366666666666665,0.349,0.598,343.5,3000
