detector,data_mode,family,method,features,sky_model,sky_best_epoch,sky_val_kl,sky_val_mean_error_rad,sky_val_median_error_rad,sky_val_frac_err_lt_1p0,val_auc_sampled,waveform_r@1,waveform_r@5,waveform_r@10,waveform_median_true_rank,r@1,r@5,r@10,r@50,r@100,r@500,median_rank,valid
LIGO,noisy,SIS,ligo_sis_entropy_sharp_grid18_skymap_rerank,"log1p_delta_time_obs,entropy_sharp_grid18_skymap_overlap,waveform_score,waveform_reciprocal_rank",SkyMapCNN_entropy_sharp_grid_18x36,3,2.6072609424591064,1.309435248374939,1.259948968887329,0.3566666666666667,0.9746196125555555,0.010333333333333333,0.024333333333333332,0.04,1180.0,0.09,0.18,0.23133333333333334,0.426,0.547,0.8343333333333334,77.0,3000
