load_s,train_s,mean_epoch_s,mean_pairs_per_s,amp,amp_dtype,num_workers,pin_memory,compile_model,val_embed_s,val_similarity_s,val_tune_s,val_candidate_s,test_embed_s,test_similarity_s,test_match_s,test_candidate_s,total_s,save_s
0.0008337125182151794,18.1974211987108,0.36376918125897645,1835.046718881039,True,bf16,4,True,False,0.32480683736503124,0.0005449466407299042,0.0545271635055542,0.2190487552434206,0.18804286047816277,0.0006234608590602875,0.041654832661151886,0.21949131973087788,20.67233275435865,0.019466562196612358
