detector,data_mode,family,method,features,sky_model,sky_best_epoch,sky_val_kl,sky_val_mean_error_rad,sky_val_median_error_rad,sky_val_frac_err_lt_1p0,val_auc_sampled,waveform_r@1,waveform_r@5,waveform_r@10,waveform_median_true_rank,r@1,r@5,r@10,r@50,r@100,r@500,median_rank,valid
LIGO,noisy,SIS,ligo_sis_detector_interaction_expected_angular_rerank,"log1p_delta_time_obs,detector_interaction_expected_angular_skymap_overlap,waveform_score,waveform_reciprocal_rank",SkyMapCNN_detector_interaction_expected_angular_grid_18x36,3,2.1584725379943848,1.304574966430664,1.2447357177734375,0.3595555555555556,0.9721225976666666,0.010333333333333333,0.024333333333333332,0.04,1180.0,0.08833333333333333,0.17966666666666667,0.231,0.425,0.551,0.8293333333333334,77.0,3000
