run,scale,model_type,data_mode,epochs,total_events,train_items,train_s,mean_epoch_s,mean_pairs_per_s,total_s,events_per_total_s,test_r@1,test_r@5,test_r@10,test_f1,candidate_pair_recall,candidate_edges
inceptiontime_sis_noisy_n500_ep50,500,SIS,noisy,50,1500,700,18.1974211987108,0.36376918125897645,1835.046718881039,20.67233275435865,72.56075150414426,0.8333333333333334,0.8866666666666667,0.9133333333333333,0.6540880503144655,0.9333333333333333,1448
inceptiontime_sis_noisy_n1000_ep50,1000,SIS,noisy,50,3000,1400,32.25795373506844,0.6448773317784071,2034.4280291915586,36.86352243088186,81.38126261875603,0.9333333333333333,0.97,0.9733333333333334,0.8164556962025316,0.9733333333333334,2817
inceptiontime_sis_noisy_n2500_ep50,2500,SIS,noisy,50,7500,3500,80.47411361150444,1.6092479145154357,2159.4112264015002,100.22971046157181,74.82811199854268,0.9373333333333334,0.972,0.972,0.842911877394636,0.9733333333333334,7209
inceptiontime_sis_noisy_n5000_ep50,5000,SIS,noisy,50,15000,7000,156.38486764393747,3.127442920617759,2214.0709630982574,229.4450278263539,65.37513644162355,0.9493333333333334,0.9793333333333333,0.982,0.8333333333333331,0.984,14556
inceptiontime_sis_noisy_n10000_ep50,10000,SIS,noisy,50,30000,14000,311.9738015010953,6.2391786765307184,2237.428013203337,622.5751427244395,48.18695437906107,0.967,0.9906666666666667,0.993,0.8504034761018001,0.9946666666666667,29216
