detector,data_mode,family,method,sky_model,sky_best_epoch,sky_val_mean_error_rad,sky_val_kl,sample_auc,entropy_norm_mean,pos_overlap_mean,neg_overlap_mean,overlap_ratio,overlap_auc_sampled,r@1,r@5,r@10,r@50,r@100,r@500,median_rank,valid
LIGO,noisy,SIS,hard_negative_overlap_finetune,SkyMapCNN_grid18_hard_overlap_finetune,1,1.3282520771026611,2.1684412956237793,0.9751369572715458,0.9633649311203685,0.001903016702271998,0.0017260477179661393,1.10252845287323,0.605705,0.09066666666666667,0.17966666666666667,0.23366666666666666,0.41233333333333333,0.5416666666666666,0.8306666666666667,80.0,3000
