detector,data_mode,family,method,features,sky_model,sky_best_epoch,sky_val_kl,sky_val_mean_error_rad,sky_val_median_error_rad,sky_val_frac_err_lt_1p0,val_auc_sampled,waveform_r@1,waveform_r@5,waveform_r@10,waveform_median_true_rank,r@1,r@5,r@10,r@50,r@100,r@500,median_rank,valid
LIGO,noisy,SIS,ligo_sis_resnet_grid18_skymap_rerank,"log1p_delta_time_obs,predicted_grid18_skymap_overlap,waveform_score,waveform_reciprocal_rank",SkyMapCNN_grid_18x36,2,2.1443896293640137,1.3105688095092773,1.2503690719604492,0.35977777777777775,0.975014668,0.010333333333333333,0.024333333333333332,0.04,1180.0,0.093,0.176,0.23166666666666666,0.43266666666666664,0.5603333333333333,0.8323333333333334,74.0,3000
