epoch,loss,epoch_s,batches,batch_pairs,pairs_per_s
1,4.187608218193054,1.801235044375062,10,1280,710.6235268946234
2,3.2890450954437256,0.6298305820673704,10,1280,2032.2925504800014
3,2.9280941486358643,0.6062197610735893,10,1280,2111.445522219821
4,2.566252827644348,0.6425358112901449,10,1280,1992.1068639425614
5,2.301538372039795,0.6048337779939175,10,1280,2116.2839222462744
6,2.1072945833206176,0.617176016792655,10,1280,2073.962638165873
7,1.963482666015625,0.5973733440041542,10,1280,2142.713619292492
8,1.5410210371017456,0.6406765431165695,10,1280,1997.8880353156728
9,1.288794994354248,0.6473210602998734,10,1280,1977.3804353083094
10,1.0848185956478118,0.6256930790841579,10,1280,2045.7314341299202
11,0.9684820830821991,0.6385795045644045,10,1280,2004.4489227275294
12,0.8679206013679505,0.5969598311930895,10,1280,2144.197872479594
13,0.7433603644371033,0.6056803707033396,10,1280,2113.325876012152
14,0.6645543694496154,0.6437120344489813,10,1280,1988.4667856111816
15,0.5812012106180191,0.634286604821682,10,1280,2018.0151847284376
16,0.570862889289856,0.6481742914766073,10,1280,1974.7774893756264
17,0.5510363936424255,0.6134476605802774,10,1280,2086.567579032271
18,0.4557704597711563,0.6086365524679422,10,1280,2103.0613340749355
19,0.45203322172164917,0.6299513541162014,10,1280,2031.9029265296094
20,0.395122817158699,0.6234964802861214,10,1280,2052.9386138837713
21,0.3974152237176895,0.6024880278855562,10,1280,2124.5235436332
22,0.38308481872081757,0.6249589212238789,10,1280,2048.1346157813564
23,0.33953904509544375,0.6156301908195019,10,1280,2079.170286135766
24,0.29663791358470915,0.6156613770872355,10,1280,2079.0649659652627
25,0.2700533464550972,0.61532330699265,10,1280,2080.2072430116636
26,0.2482698604464531,0.6091247107833624,10,1280,2101.3759207927405
27,0.23930272608995437,0.6079856771975756,10,1280,2105.312753254287
28,0.23614460229873657,0.6107040457427502,10,1280,2095.941575830301
29,0.21454829275608062,0.6251365523785353,10,1280,2047.552642906296
30,0.20418067425489425,0.6046767644584179,10,1280,2116.833447613022
31,0.18522274494171143,0.6178851705044508,10,1280,2071.5823280804566
32,0.1706854671239853,0.5991089642047882,10,1280,2136.506172460589
33,0.16927131414413452,0.6446382310241461,10,1280,1985.609817100741
34,0.1662921905517578,0.628601549193263,10,1280,2036.2660601818927
35,0.15682847574353218,0.637788088992238,10,1280,2006.9361941558268
36,0.14741220623254775,0.6183957662433386,10,1280,2069.8718682629537
37,0.14671649932861328,0.6372826993465424,10,1280,2008.5277716035407
38,0.14856591150164605,0.625025438144803,10,1280,2047.9166476796347
39,0.14028508812189103,0.6096109170466661,10,1280,2099.6999302458607
40,0.13120704591274263,0.615407720208168,10,1280,2079.9219086283592
41,0.1326327420771122,0.5986745115369558,10,1280,2138.056615628919
42,0.1267823152244091,0.5999204218387604,10,1280,2133.616315438622
43,0.12631680443882942,0.6226828172802925,10,1280,2055.621199876188
44,0.11774145141243934,0.6303807087242603,10,1280,2030.5189900090909
45,0.11737232729792595,0.6056272033601999,10,1280,2113.5114025561916
46,0.11298744603991509,0.6285036001354456,10,1280,2036.5834017882376
47,0.10432310104370117,0.6259613577276468,10,1280,2044.854661071463
48,0.10138924270868302,0.6281668916344643,10,1280,2037.6750463073483
49,0.09561411663889885,0.6467378158122301,10,1280,1979.1636868990931
50,0.08930756524205208,0.6359574366360903,10,1280,2012.713314228364
