load_s,train_s,mean_epoch_s,mean_pairs_per_s,amp,amp_dtype,num_workers,pin_memory,compile_model,val_embed_s,val_similarity_s,val_tune_s,val_candidate_s,test_embed_s,test_similarity_s,test_match_s,test_candidate_s,total_s,save_s
0.0010031070560216904,32.25795373506844,0.6448773317784071,2034.4280291915586,True,bf16,4,True,False,0.43406633846461773,0.0038946978747844696,0.1618765126913786,0.7744873240590096,0.21809623204171658,0.002737993374466896,0.1618715487420559,0.7871209885925055,36.86352243088186,0.01923312060534954
