run,model,mode,candidate_topk,val_candidate_edges,val_exhaustive_edges,val_followup_reduction,val_compression_factor,val_candidate_pair_recall,val_tier1_edges,val_tier1_precision,val_tier1_recall,val_tier12_edges,val_tier12_precision,val_tier12_recall,val_tier3_edges,val_tier3_precision,val_tier3_recall,val_tier3_discarded_fraction,val_cal_brier,val_cal_nll,val_cal_ece,test_candidate_edges,test_exhaustive_edges,test_followup_reduction,test_compression_factor,test_candidate_pair_recall,test_tier1_edges,test_tier1_precision,test_tier1_recall,test_tier12_edges,test_tier12_precision,test_tier12_recall,test_tier3_edges,test_tier3_precision,test_tier3_recall,test_tier3_discarded_fraction,test_cal_brier,test_cal_nll,test_cal_ece
inceptiontime_pm_noisy_ep50_lr0p001_w2,PM,noisy,10,28625,10122750.0,0.9971722111086414,353.63318777292574,0.8006666666666666,1519,0.5121790651744569,0.5186666666666667,12465,0.08920978740473326,0.7413333333333333,16160,0.005507425742574257,0.059333333333333335,0.5645414847161572,0.09570882442728763,0.35567386616337604,0.22076054588148944,28536,10122750.0,0.9971810031858932,354.7361227922624,0.8073333333333333,1510,0.5046357615894039,0.508,12432,0.09000965250965251,0.746,16104,0.005712866368604074,0.06133333333333333,0.5643397813288478,0.09745466558808452,0.3608055518610044,0.22225165979532419
inceptiontime_sis_noisy_ep50_lr0p001_w2,SIS,noisy,10,28794,10122750.0,0.9971555160406016,351.55761617003543,0.8733333333333333,1449,0.6349206349206349,0.6133333333333333,9746,0.1252821670428894,0.814,19048,0.0046724065518689625,0.059333333333333335,0.6615267069528374,0.07706009780120887,0.30598398009563893,0.18818626330275057,28548,10122750.0,0.9971798177372749,354.5870113493064,0.8893333333333333,1437,0.6583159359777314,0.6306666666666667,9442,0.13281084515992375,0.836,19106,0.0041871663351826655,0.05333333333333334,0.6692587922096119,0.07593818760828287,0.30119857965003466,0.18562205086670788
