epoch,loss,epoch_s,batches,batch_pairs,pairs_per_s
1,2.170712043385987,7.233245054259896,109,13952,1928.8714671409075
2,0.758895798834092,6.1145269041880965,109,13952,2281.779149658118
3,0.43474419811450016,6.1157686691731215,109,13952,2281.3158500134
4,0.3069256175001827,6.103369573131204,109,13952,2285.9503808225436
5,0.2250146844655002,6.128034463152289,109,13952,2276.74959791643
6,0.193752347260987,6.11230199970305,109,13952,2282.6097271826266
7,0.15957819144113347,6.110676212236285,109,13952,2283.217031212013
8,0.13986894727573482,6.103526374325156,109,13952,2285.8916541574904
9,0.12505495657614613,6.141961603425443,109,13952,2271.5869783716666
10,0.11196447884954444,6.128966138698161,109,13952,2276.4035049740887
11,0.09593502131350544,6.13217110093683,109,13952,2275.213748988268
12,0.09082086469738855,6.140761703252792,109,13952,2272.0308447418756
13,0.08243075983786802,6.141977468505502,109,13952,2271.5811107322206
14,0.07352922176685903,6.1892573507502675,109,13952,2254.228449283778
15,0.06652732186634606,6.128768996335566,109,13952,2276.4767293957398
16,0.0632233963510312,6.136443871073425,109,13952,2273.6295309027946
17,0.060108990946767527,6.169272883795202,109,13952,2261.5306962101886
18,0.052479543372851996,6.147829229943454,109,13952,2269.418924658115
19,0.05353280454190499,6.1698064701631665,109,13952,2261.3351111531747
20,0.05196595243221029,6.169278749264777,109,13952,2261.5285460496866
21,0.04775536552481695,6.196682821959257,109,13952,2251.527212359189
22,0.047644464179463344,6.179236711002886,109,13952,2257.8840482282803
23,0.041122718791075805,6.16981353238225,109,13952,2261.332522737189
24,0.04184590956760109,6.192798689939082,109,13952,2252.9393733832553
25,0.04291528589818456,6.173621482215822,109,13952,2259.9377108219437
26,0.03739649026629028,6.177296164445579,109,13952,2258.5933438488796
27,0.039741106092109596,6.179600541479886,109,13952,2257.751112931773
28,0.036742048150082245,6.122203750535846,109,13952,2278.9179466264663
29,0.031214419547297537,6.1598770301789045,109,13952,2264.9802799058125
30,0.03112828382931718,6.206698434427381,109,13952,2247.893972520221
31,0.032777537788273,6.152003257535398,109,13952,2267.8791632482685
32,0.045990182582391514,6.155939465388656,109,13952,2266.429044412174
33,0.042443751468570955,6.173736502416432,109,13952,2259.8956069050105
34,0.03356318177501543,6.163373104296625,109,13952,2263.695506324897
35,0.032535605816119306,6.160033256746829,109,13952,2264.9228370186074
36,0.030474116906113582,6.14828213211149,109,13952,2269.25175198629
37,0.028908235149099192,6.135495437309146,109,13952,2273.980991846186
38,0.027091187758183262,6.145350963808596,109,13952,2270.334124473375
39,0.02571231007165865,6.176131724379957,109,13952,2259.0191761819474
40,0.024408911790596236,6.107894656248391,109,13952,2284.2568160089454
41,0.026837415275497174,6.142000038176775,109,13952,2271.5727634774794
42,0.027522240141662983,6.124864544719458,109,13952,2277.927927733307
43,0.02707548989752017,6.162258666940033,109,13952,2264.104893040474
44,0.024780169402787443,6.158848817460239,109,13952,2265.358415755604
45,0.02748452075714365,6.160420132800937,109,13952,2264.7805992505405
46,0.025359250024097776,6.171044250018895,109,13952,2260.8815355613892
47,0.02631229251076322,6.2201935378834605,109,13952,2243.0170243139146
48,0.023043692795508497,6.2121220380067825,109,13952,2245.931408726257
49,0.02194551774941453,6.209867482073605,109,13952,2246.7468171061737
50,0.02210437253527685,6.218312598764896,109,13952,2243.69550073298
