family,mode,method,features,neg_per_pos,train_examples,train_positive,val_auc_sampled,r@1,r@5,r@10,r@50,r@100,r@500,median_true_rank,valid
SIS,realistic,catalog_level_delta_time_sky_sep_hgb,"['log1p_delta_time', 'sky_sep']",300,903000,3000,0.9988650907407407,0.45466666666666666,0.727,0.8526666666666667,0.9963333333333333,0.9993333333333333,1.0,2.0,3000
PM,realistic,catalog_level_delta_time_sky_sep_hgb,"['log1p_delta_time', 'sky_sep']",300,903000,3000,0.9999907540740741,0.958,1.0,1.0,1.0,1.0,1.0,1.0,3000
