detector,data_mode,stage,variant,subset,catalog,candidate_kind,query_total,catalog_total,sis_lensed_images,sis_unlensed,pm_lensed_images,pm_unlensed,total_lensed_images,total_unlensed,epochs,backbone,preprocess,liao_label,liao_delay_count,observed_sky_label,a90_ref_deg2,test_a90_median_deg2,test_a90_p90_deg2,weight_grid,sky_scenario,component_keys,val_selected_r@1,val_selected_r@5,val_selected_r@10,lambda_waveform,valid,r@1,r@5,r@10,r@50,r@100,r@500,median_true_rank,top_1pct_k,top_1pct,top_5pct_k,top_5pct,top_10pct_k,top_10pct,lambda_raw_time,lambda_liao_time_lr,lambda_observed_sky_step,lambda_observed_sky_log_overlap
LIGO,noisy,stage7_modality_combinations,liao_time_lr_plus_observed_sky_log_overlap,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC 2.5PLUS BBH Any_Detected_SNR1,4498,LIGO H1+L1 network A90 approximation,100.0,395.48290145271517,500.0,"[0.25, 0.5, 1.0, 2.0, 4.0]",LIGO_HL,"liao_time_lr,observed_sky_log_overlap",0.5611666666666667,0.7263333333333334,0.7855,,3000,0.9233333333333333,0.9993333333333333,1.0,1.0,1.0,1.0,1.0,90,1.0,450,1.0,900,1.0,,0.25,,4.0
LIGO,noisy,stage7_modality_combinations,liao_time_lr_plus_observed_sky_log_overlap,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC 2.5PLUS BBH Any_Detected_SNR1,4498,LIGO H1+L1 network A90 approximation,100.0,395.48290145271517,500.0,"[0.25, 0.5, 1.0, 2.0, 4.0]",LIGO_HL,"liao_time_lr,observed_sky_log_overlap",0.5611666666666667,0.7263333333333334,0.7855,,6000,0.5613333333333334,0.7203333333333333,0.7745,0.9068333333333334,0.9555,0.9996666666666667,4.5,90,0.9475,450,0.9995,900,1.0,,0.25,,4.0
LIGO,noisy,stage7_modality_combinations,waveform_plus_raw_time_plus_observed_sky_step,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC 2.5PLUS BBH Any_Detected_SNR1,4498,LIGO H1+L1 network A90 approximation,100.0,395.48290145271517,500.0,"[0.25, 0.5, 1.0, 2.0, 4.0]",LIGO_HL,"waveform,raw_time,observed_sky_step",0.6071666666666666,0.799,0.8511666666666666,1.0,6000,0.6008333333333333,0.7951666666666667,0.8423333333333334,0.9416666666666667,0.9685,0.9971666666666666,1.0,90,0.9648333333333333,450,0.9965,900,0.9991666666666666,4.0,,2.0,
LIGO,noisy,stage7_modality_combinations,waveform_plus_raw_time_plus_observed_sky_step,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC 2.5PLUS BBH Any_Detected_SNR1,4498,LIGO H1+L1 network A90 approximation,100.0,395.48290145271517,500.0,"[0.25, 0.5, 1.0, 2.0, 4.0]",LIGO_HL,"waveform,raw_time,observed_sky_step",0.6071666666666666,0.799,0.8511666666666666,1.0,3000,0.336,0.5963333333333334,0.6866666666666666,0.8833333333333333,0.937,0.9943333333333333,3.0,90,0.9296666666666666,450,0.993,900,0.9983333333333333,4.0,,2.0,
LIGO,noisy,stage7_modality_combinations,waveform_plus_raw_time_plus_observed_sky_step,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC 2.5PLUS BBH Any_Detected_SNR1,4498,LIGO H1+L1 network A90 approximation,100.0,395.48290145271517,500.0,"[0.25, 0.5, 1.0, 2.0, 4.0]",LIGO_HL,"waveform,raw_time,observed_sky_step",0.6071666666666666,0.799,0.8511666666666666,1.0,3000,0.8656666666666667,0.994,0.998,1.0,1.0,1.0,1.0,90,1.0,450,1.0,900,1.0,4.0,,2.0,
LIGO,noisy,stage7_modality_combinations,waveform_plus_raw_time_plus_observed_sky_step,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC 2.5PLUS BBH Any_Detected_SNR1,4498,LIGO H1+L1 network A90 approximation,100.0,395.48290145271517,500.0,"[0.25, 0.5, 1.0, 2.0, 4.0]",LIGO_HL,"waveform,raw_time,observed_sky_step",0.6071666666666666,0.799,0.8511666666666666,1.0,6000,0.6008333333333333,0.7951666666666667,0.8423333333333334,0.9416666666666667,0.9685,0.9971666666666666,2.0,90,0.9648333333333333,450,0.9964999999999999,900,0.9991666666666666,4.0,,2.0,
LIGO,noisy,stage7_modality_combinations,waveform_plus_raw_time_plus_observed_sky_log_overlap,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC 2.5PLUS BBH Any_Detected_SNR1,4498,LIGO H1+L1 network A90 approximation,100.0,395.48290145271517,500.0,"[0.25, 0.5, 1.0, 2.0, 4.0]",LIGO_HL,"waveform,raw_time,observed_sky_log_overlap",0.371,0.5938333333333333,0.6758333333333333,1.0,6000,0.37066666666666664,0.5888333333333333,0.6666666666666666,0.8071666666666667,0.863,0.9663333333333334,3.0,90,0.8548333333333333,450,0.9615,900,0.988,1.0,,,4.0
LIGO,noisy,stage7_modality_combinations,waveform_plus_raw_time_plus_observed_sky_log_overlap,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC 2.5PLUS BBH Any_Detected_SNR1,4498,LIGO H1+L1 network A90 approximation,100.0,395.48290145271517,500.0,"[0.25, 0.5, 1.0, 2.0, 4.0]",LIGO_HL,"waveform,raw_time,observed_sky_log_overlap",0.371,0.5938333333333333,0.6758333333333333,1.0,3000,0.15266666666666667,0.294,0.37433333333333335,0.6146666666666667,0.726,0.9326666666666666,25.0,90,0.7096666666666667,450,0.923,900,0.976,1.0,,,4.0
LIGO,noisy,stage7_modality_combinations,waveform_plus_raw_time_plus_observed_sky_log_overlap,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC 2.5PLUS BBH Any_Detected_SNR1,4498,LIGO H1+L1 network A90 approximation,100.0,395.48290145271517,500.0,"[0.25, 0.5, 1.0, 2.0, 4.0]",LIGO_HL,"waveform,raw_time,observed_sky_log_overlap",0.371,0.5938333333333333,0.6758333333333333,1.0,3000,0.5886666666666667,0.8836666666666667,0.959,0.9996666666666667,1.0,1.0,1.0,90,1.0,450,1.0,900,1.0,1.0,,,4.0
LIGO,noisy,stage7_modality_combinations,waveform_plus_raw_time_plus_observed_sky_log_overlap,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC 2.5PLUS BBH Any_Detected_SNR1,4498,LIGO H1+L1 network A90 approximation,100.0,395.48290145271517,500.0,"[0.25, 0.5, 1.0, 2.0, 4.0]",LIGO_HL,"waveform,raw_time,observed_sky_log_overlap",0.371,0.5938333333333333,0.6758333333333333,1.0,6000,0.3706666666666667,0.5888333333333333,0.6666666666666666,0.8071666666666667,0.863,0.9663333333333333,13.0,90,0.8548333333333333,450,0.9615,900,0.988,1.0,,,4.0
LIGO,noisy,stage7_modality_combinations,waveform_plus_liao_time_lr_plus_observed_sky_step,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC 2.5PLUS BBH Any_Detected_SNR1,4498,LIGO H1+L1 network A90 approximation,100.0,395.48290145271517,500.0,"[0.25, 0.5, 1.0, 2.0, 4.0]",LIGO_HL,"waveform,liao_time_lr,observed_sky_step",0.526,0.7755,0.8606666666666667,1.0,6000,0.525,0.7753333333333333,0.8536666666666667,0.9611666666666666,0.9783333333333334,0.996,1.0,90,0.9763333333333334,450,0.995,900,0.998,,4.0,2.0,
LIGO,noisy,stage7_modality_combinations,waveform_plus_liao_time_lr_plus_observed_sky_step,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC 2.5PLUS BBH Any_Detected_SNR1,4498,LIGO H1+L1 network A90 approximation,100.0,395.48290145271517,500.0,"[0.25, 0.5, 1.0, 2.0, 4.0]",LIGO_HL,"waveform,liao_time_lr,observed_sky_step",0.526,0.7755,0.8606666666666667,1.0,3000,0.30933333333333335,0.603,0.7223333333333334,0.9226666666666666,0.9566666666666667,0.992,4.0,90,0.9526666666666667,450,0.99,900,0.996,,4.0,2.0,
LIGO,noisy,stage7_modality_combinations,waveform_plus_liao_time_lr_plus_observed_sky_step,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC 2.5PLUS BBH Any_Detected_SNR1,4498,LIGO H1+L1 network A90 approximation,100.0,395.48290145271517,500.0,"[0.25, 0.5, 1.0, 2.0, 4.0]",LIGO_HL,"waveform,liao_time_lr,observed_sky_step",0.526,0.7755,0.8606666666666667,1.0,3000,0.7406666666666667,0.9476666666666667,0.985,0.9996666666666667,1.0,1.0,1.0,90,1.0,450,1.0,900,1.0,,4.0,2.0,
LIGO,noisy,stage7_modality_combinations,waveform_plus_liao_time_lr_plus_observed_sky_step,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC 2.5PLUS BBH Any_Detected_SNR1,4498,LIGO H1+L1 network A90 approximation,100.0,395.48290145271517,500.0,"[0.25, 0.5, 1.0, 2.0, 4.0]",LIGO_HL,"waveform,liao_time_lr,observed_sky_step",0.526,0.7755,0.8606666666666667,1.0,6000,0.525,0.7753333333333333,0.8536666666666667,0.9611666666666667,0.9783333333333333,0.996,2.5,90,0.9763333333333333,450,0.995,900,0.998,,4.0,2.0,
LIGO,noisy,stage7_modality_combinations,waveform_plus_liao_time_lr_plus_observed_sky_log_overlap,overall,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC 2.5PLUS BBH Any_Detected_SNR1,4498,LIGO H1+L1 network A90 approximation,100.0,395.48290145271517,500.0,"[0.25, 0.5, 1.0, 2.0, 4.0]",LIGO_HL,"waveform,liao_time_lr,observed_sky_log_overlap",0.36766666666666664,0.6015,0.6718333333333333,1.0,6000,0.36516666666666664,0.595,0.6663333333333333,0.7935,0.8466666666666667,0.9576666666666667,3.0,90,0.8373333333333334,450,0.9513333333333334,900,0.9836666666666667,,2.0,,4.0
LIGO,noisy,stage7_modality_combinations,waveform_plus_liao_time_lr_plus_observed_sky_log_overlap,SIS,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC 2.5PLUS BBH Any_Detected_SNR1,4498,LIGO H1+L1 network A90 approximation,100.0,395.48290145271517,500.0,"[0.25, 0.5, 1.0, 2.0, 4.0]",LIGO_HL,"waveform,liao_time_lr,observed_sky_log_overlap",0.36766666666666664,0.6015,0.6718333333333333,1.0,3000,0.12433333333333334,0.2823333333333333,0.36733333333333335,0.5876666666666667,0.6933333333333334,0.9153333333333333,28.0,90,0.6746666666666666,450,0.9026666666666666,900,0.9673333333333334,,2.0,,4.0
LIGO,noisy,stage7_modality_combinations,waveform_plus_liao_time_lr_plus_observed_sky_log_overlap,PM,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC 2.5PLUS BBH Any_Detected_SNR1,4498,LIGO H1+L1 network A90 approximation,100.0,395.48290145271517,500.0,"[0.25, 0.5, 1.0, 2.0, 4.0]",LIGO_HL,"waveform,liao_time_lr,observed_sky_log_overlap",0.36766666666666664,0.6015,0.6718333333333333,1.0,3000,0.606,0.9076666666666666,0.9653333333333334,0.9993333333333333,1.0,1.0,1.0,90,1.0,450,1.0,900,1.0,,2.0,,4.0
LIGO,noisy,stage7_modality_combinations,waveform_plus_liao_time_lr_plus_observed_sky_log_overlap,macro,fresh50_mixed_SIS_PM_unlensed_full_catalog,full_catalog,6000,9000,3000,1500,3000,1500,6000,3000,50,inceptiontime,bandpass,GW-LMC 2.5PLUS BBH Any_Detected_SNR1,4498,LIGO H1+L1 network A90 approximation,100.0,395.48290145271517,500.0,"[0.25, 0.5, 1.0, 2.0, 4.0]",LIGO_HL,"waveform,liao_time_lr,observed_sky_log_overlap",0.36766666666666664,0.6015,0.6718333333333333,1.0,6000,0.36516666666666664,0.595,0.6663333333333333,0.7935,0.8466666666666667,0.9576666666666667,14.5,90,0.8373333333333333,450,0.9513333333333334,900,0.9836666666666667,,2.0,,4.0
